dataset,video_id,feature_change,random,real_anomaly,real_anomaly_nms,stratified_real_anomaly,uniform,all_selector_k_matches_uniform
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9dbe6831-8d34-5b1c-8674-3abe07b1ba92.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9dbfe707-b94b-5b49-8c1d-1c8d0abec059.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9dc6d86f-407a-52a1-b11b-669b9a85f44b.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9e312f89-ef7e-5756-89ad-f97bfd6a88cd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9e5b5fd2-1a1a-5ee0-acab-8d3dfd0b778c.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9e6bbf1f-5919-5b54-ae7d-7c7edef9010f.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9e7935fe-a786-5049-8715-2b7da80bdace.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9eaa5845-cb35-56c9-be47-22770aa5c011.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9f38099e-8f27-5d15-bcd6-442d747e8b6b.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9f5a0c01-d770-560b-8d4d-2f5f23bd8fef.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9f79f7d2-060d-5f51-af6a-69c8480cbcf8.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9f9872ee-371e-5b88-a527-42090244c7f5.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9fa6a9ed-c940-5882-95a3-68f3c6ad1ac9.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/9faf4455-2675-51ac-9d55-18a1327589d2.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a0036040-905e-5adb-baa0-d3005f60c06f.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a010aa6f-5a53-5a01-9869-42ca2a7bb6e8.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a0afeb72-a8ef-5380-874f-c262aa82ab78.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a0b26247-8e06-5584-8caa-c0b1e4cea005.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a0b3f759-77b8-5d02-aaaf-cb9df09cac5a.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a0d7de15-06fa-5dbb-8095-22030d30170d.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a1137e8a-e6dc-53aa-88eb-8526024c0113.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a118647e-946b-5194-af9e-0f66554cc0ee.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a11b48f4-e9c2-5a2d-8dd0-502ff3d9f686.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a16203fc-d04e-5cd5-9e4d-9baf6c0cce6a.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a166fa32-5de8-5fed-a7ed-da307115d4d0.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a19f1b58-5550-54e3-b22b-fba65b82a273.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a1b2c619-c55e-55da-971f-57b981e74ce4.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a1ba1019-b3fe-5806-b501-b05b0b3e7c33.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a1cd01de-6551-5c1f-971b-df8e5a21881e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a204008f-4554-5394-940e-f41f86ca46e9.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a21f1f7c-2097-5d4e-8511-c2d97b82e07e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a22b5087-2825-5019-89c9-57ab9212cac2.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a22f1968-a3df-5774-a930-9083d63d134b.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a23982ee-4ee7-594c-af66-ed98090c8d12.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a24cd0d5-aa80-560b-84e7-9155d8c3fb6b.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a2546d60-2aaf-55c7-9ae5-f59f4f087413.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a276672c-4920-5d10-a444-c3e59df1b318.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a2b5f02a-bf8e-5246-862c-817d3eac8292.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a30f47b6-4edc-51e6-a2b8-360270731097.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a33319a2-d4a4-5cf0-8d9a-71627132dba9.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a3ae29cc-f02c-56ec-ad8a-7b4026618076.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a3be7e14-8b2a-5431-8ef0-b10f7365ea26.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a3f8b27a-51cf-58bd-94d8-b99b96ccec2e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a43795ce-2bf9-560b-9dfe-519a67607077.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a44675ac-750d-51ec-b04e-734a3ec905dc.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a48afe64-405a-504e-86fc-b2f5552ccdf7.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a495d8a8-1c6b-5036-ac33-02a65e16d1aa.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a4aa9480-ed3f-5828-bc50-720f29f02a33.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a4bd3c7d-606e-530d-86e7-1eecb434cc40.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a5059a87-ebac-5e71-b47c-471c2de64f05.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a50cb89c-0b00-52ad-a611-4c826e7fcd58.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a50e44bf-2cf3-534e-b964-f824b1319607.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a523bcb0-2a2d-55d9-9c4f-2e2dd002ea8a.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a55e7547-bec2-54eb-8e18-6824c2990c99.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a5615e4b-b5d7-5de6-9b8b-1bdbfa2c7274.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a57540e5-fd1b-5635-a11e-6261b7a2d6d8.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a575c0aa-ae05-582c-8c35-76e2aafd9401.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a58bf588-3901-545a-b762-e9a0f2dc3b88.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a5abb48e-d796-50f6-9363-db8e9564f6b6.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a5abbed0-e27b-595b-8bae-2b532cb58835.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a5c3313c-53aa-5b30-8af9-74261e58de18.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a5d9dc33-d7ff-5f3f-a815-f0292702cca6.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a60fa59a-c08a-504f-9dc6-0f93d1642551.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a612000f-9db8-50eb-b2d5-4e68b12aa3f6.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a6dc6e6a-a387-52cd-91a6-db3a1b3e5c34.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a72082f0-b8cb-5a4e-9329-d89b3640e567.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a73b132a-f3e4-5151-bc68-c868d7c4fb1a.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a77f44b1-320f-5f74-998a-43aed0ab3039.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a859f007-4035-50d3-9e5c-393df0a3822e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a86d54cf-84aa-52e7-9c36-5ba0a8601744.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a897b8e1-3bb0-587b-b44e-a6672fbd1b48.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a912bd5f-ee2c-58b4-a368-5a6e8eb72bed.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a9298590-c64a-580a-ba9d-e85ab8ff4e84.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a92f5049-e812-57bc-9840-98533aeec781.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a9305e13-ca9a-55a4-8d03-b99c9915c3ad.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a97a9d19-eafb-5cb1-8999-92fd3cda062b.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a9bcc2cc-99f4-516c-9171-db8ef8318b2d.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/a9f9b914-84df-5dc0-abde-943bbd11b70c.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aa04cc82-1fbb-5d38-995d-48542fa9acc1.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aa22fa54-4a81-5fd0-8d9d-3422f19e91b8.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aa310eff-938e-50c7-beee-54b238a862d1.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aa45d0b0-fd5f-5a8d-9daf-31943ae6840e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aa70220f-2f26-5c69-834b-7f66b55f21f5.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aa8c50fc-4d12-5cee-995e-d37ddf89056e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aa8f795c-ce3e-540a-9fb7-54bfb0be63bf.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aaaeb805-9bef-51e1-ba54-7df6e67296a9.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aadd85d8-3bc0-514a-a31a-c00f6e671dc0.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aae97686-c9af-5934-aeb2-92f325fd10a6.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ab088b94-ae86-542c-9f30-122dccfd904e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aba18701-9129-5ebe-ace7-80c3bc6c489c.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ac126b8e-10dd-58e1-890f-2164995da842.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ac13171b-36d6-573a-b5aa-f89027a71cf7.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ac25518d-7bd8-58ca-bdfb-11f3b50528bf.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ac71f67c-63d0-57dc-abc9-85e71042d60f.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ac7600da-7487-5cfe-949a-4a93b4c32878.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ac8f122c-f155-57f8-8510-7bd27cdc8e7f.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ac9884ba-9848-5a18-9e61-24634efcc2fd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aca6599a-6a73-57ea-a5eb-d003471d9211.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/acd07bc4-75ea-555b-bd29-06e87aad0fd2.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ace960d7-42c3-5bc6-9fe0-3e846ec4762a.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/acebeceb-aec2-589f-9ef6-67eb473eb95e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ad106c8d-87fa-53fe-9e23-51fce9246054.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ad4bc94b-a890-552b-8883-d07fd4008b30.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ad5d7e26-a135-5000-9b17-a33b88a73e72.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ad6a38a8-33a5-5c8c-854c-f7a511628e33.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ae22d239-86bf-545a-8e54-4e11f0ae5f3c.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ae3d1b25-0b3f-5cb8-9237-ee890b38d886.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ae477084-fd88-5eec-8139-9b34e29bd455.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ae49a421-4b8d-553e-a82b-4a3fc071ee15.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ae4c98e0-2316-5885-8bbf-9f6bdad39175.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ae699b38-0f61-518c-8d8a-42f833bb7c2e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ae844764-4db7-54e7-8ebc-6c49c73e2e6e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ae8b0679-3fae-596e-b804-24c150461ac2.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ae9d1f78-ab07-59b6-825a-d6dc2bb823c9.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aeba0689-bdea-560e-b1fa-67a470ea66f0.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aec9f9c5-536b-54d0-9d99-0d3ea8df8492.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/aeea311b-92b8-575b-a8ec-5b72fa828adc.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/af4de8ed-8742-592b-bb9e-9cc3e011a6b2.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/af9620f4-6ca9-5843-ad51-c7b535f58faf.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/afd94f82-6eac-5816-abe9-3f88344f750f.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b01d383e-254e-567b-affd-a37e5bb35627.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b0407a7f-81bb-56ab-ad37-0f9da2249622.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b041cb4f-8c3a-5e33-8c21-52022cd386b3.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b0667db1-6eeb-56b5-b04d-3fbc3baab070.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b08868e9-d3d4-5ac1-8c4b-21a8b20b15ad.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b0b092af-0c73-5c41-87fd-3c3404877dd0.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b0bc6d0d-69e7-503d-8400-b06114f71b29.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b0c5395d-9c1b-582b-b5f6-5b7893468e66.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b16d8187-26f3-5f45-951c-0adf93009fb9.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b1a4eed3-2a02-5c66-b278-f2780345d6ea.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b1aca858-ec62-5956-9917-045a9e2ba1fd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b1b3d908-5c2d-546d-828d-b87ae5178a08.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b1e11868-2349-52d3-b39e-61138896f66a.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b216ba4d-45b7-5357-9db5-4bd7db866980.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b2499ed5-b598-572a-8d60-6199395e1561.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b25417ba-52e3-56e5-a63a-21b605491f17.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b28a965d-121b-5554-98ef-aa6b00afd81e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b2d1c3f5-f601-5a43-9e9b-0b52e63102bf.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b2f7ac1f-d982-5e02-b87e-bfa55ce29295.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b2fc2d4b-d20a-5ce6-a8a8-53a0d1e3f4af.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b2ffb288-f04f-5fc2-bdf6-e319c7f9e4e4.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b316ee3c-480f-5d8c-bfbe-74a34e4aa795.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b3b1e730-202f-59d8-a3ef-89f328bd736f.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b3df4cd8-d2b3-5e94-b429-2431be7e9e7d.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b3e2a107-6aa5-5e18-a469-1f4b1c461f1c.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b42b2b05-0947-5746-b29e-da3efbe783bf.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b44954ca-a9d0-504d-b13a-bf3a10a70796.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b4d38d50-fc36-5a28-876e-3f85b5c133ac.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b4f00b8c-47b0-5efa-8be9-875cb53aa69e.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b508fe39-8e21-580d-acf0-1b3b84f187de.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b511aee8-0733-5c84-ae67-94f803160c2a.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b5201fd0-8500-530f-82e2-4e151d6ebb24.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b56dc799-ef9f-5c32-81a6-5205afe6832b.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b5a9e82d-857b-566f-9651-0d646491fd7b.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b5fd9f94-7471-5894-952a-f3aa87080cc5.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b68d2ce1-61c3-5020-a833-ea0ac0668e68.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b6983a80-9e92-5125-b285-aa2d9ecc6270.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b6a6bb75-195b-593b-bb65-f7ca2bbcc0ad.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b6deb83a-c607-5a82-ba8d-f21e37cc3df2.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b709787f-6757-5e55-b9ac-611c162f4653.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b711fd9e-c235-5fe2-8963-dcaa7e5498a6.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b75a1e5d-237d-5fb7-ad42-2ccd3e66d2b8.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b7e75b14-14c7-5955-a644-7ef5351abaa5.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b814c741-1b90-56b2-adf0-b515257a0b85.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b833e9a8-0f66-5b22-bd62-9646a81ee174.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b84b47c5-4008-51bb-8757-c1d3d155d655.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b85ef696-4e0c-5233-b209-9e62d6b23b5d.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b86a2895-12b2-50ef-8b86-5df67f86e259.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b8801dce-4800-5467-a538-7bfa6aed2ef9.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b8dc5804-32b5-5f5f-a80d-01499aa20cf6.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b8ddc414-bc73-58b9-a227-ea8e1c8a948d.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b90509db-41e5-57aa-86ca-9095353fcabd.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b90f78f7-b300-5633-9d6c-17b1477dfefa.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b9238263-5bf2-5d51-a778-303c7b7b7327.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b956a084-d9a7-5a0c-a724-6234b1e306c1.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/b9f486fb-013e-54cb-9292-58a9f9658e14.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ba2c8cea-6ed0-5576-ab45-ee0068d60c05.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ba375f8d-7792-594f-8f7d-439ee7cb554d.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ba3b41d4-65d5-5bb0-aecb-e06d5fcca58d.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ba3e5174-c246-5e09-8b82-29cb01c9c6d9.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ba3fb367-c680-5fdc-8b79-4e006c37c0f7.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/ba518ffd-8b7f-5c76-af30-b92ab4fc1e2b.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/baa4328e-3976-597b-9ea1-4c4d006c276c.mp4,3,3,3,3,3,3,True
comgenvid,comgenvid:datasets/comgenvid/fake/VEO3/bace4934-8d55-5b7d-9ff9-51f2583572cd.mp4,3,3,3,3,3,3,True
